Country,Year,Co2,KG_CAP_BEEF,KG_CAP_PIG,KG_CAP_POULTRY,KG_CAP_SHEEP,THND_TONNE_BEEF,THND_TONNE_PIG,THND_TONNE_POULTRY,THND_TONNE_SHEEP,KG_CAP_TOTAL,THND_TONNE_TOTAL,PopMale,PopFemale,PopTotal,PopDensity,Genero
ZAF,1997,21091886368.0,8.979083756,2.321741017,15.73918798,3.28841509,560.0001,129.9491051,780.8251122,163.1391076,30.328427843,1633.9134248999999,375707.652,378029.93200000003,753737.584,25.421999999999997,False
ZAF,1997,21091886368.0,8.979083756,2.321741017,15.73918798,3.28841509,560.0001,129.9491051,780.8251122,163.1391076,30.328427843,1633.9134248999999,21200.407000000003,21787.049,42987.456,35.436,False
ZAF,1997,11013334529.0,8.979083756,2.321741017,15.73918798,3.28841509,560.0001,129.9491051,780.8251122,163.1391076,30.328427843,1633.9134248999999,375707.652,378029.93200000003,753737.584,25.421999999999997,False
ZAF,1997,11013334529.0,8.979083756,2.321741017,15.73918798,3.28841509,560.0001,129.9491051,780.8251122,163.1391076,30.328427843,1633.9134248999999,21200.407000000003,21787.049,42987.456,35.436,False
ARG,1997,4546426812.0,44.63931054,4.723453269,18.91154642,1.617049212,2285.1481,217.0001,770.0861,65.84692196,69.891359441,3338.08122196,17329.978,18327.46,35657.437999999995,13.029000000000002,False
AUS,1997,9626494461.0,28.87369842,14.79336377,25.6785321,14.99696432,761.7536663,350.25352200000003,538.8869900000001,314.7247253,84.34255861,1965.6189036,9155.064,9232.141,18387.205,2.3930000000000002,False
BRA,1997,6372589816.0,24.663008899999998,6.796708217999999,20.57363429,0.56074295,5903.096958,1459.943068,3917.0601490000004,106.7611017,52.594094358,11386.861276700001,82927.448,84281.59800000001,167209.046,20.006,False
CAN,1997,20577648070.0,22.98216308,19.92729455,26.47195979,0.6512520589999999,981.7701,763.9601,899.5397550000001,22.1301,70.03266947899999,2667.400055,14725.178,15017.2,29742.377999999997,3.2710000000000004,False
CHL,1997,1284645309.0,17.4792429,10.52213558,19.87924665,0.740184407,366.93512810000004,198.2321099,331.95710069999996,12.36009966,48.620809537,909.4844383599999,7272.781999999999,7513.445,14786.226999999999,19.886,False
CHN,1997,62932474765.0,2.407234265,22.16417596,6.763276782,1.489241443,4329.813088,35777.15635,9676.611855,2130.743996,32.82392845,51914.32528899999,647469.136,614526.881,1261996.017,134.423,True
COL,1997,1733270482.0,13.85460149,2.173180767,10.46741628,0.297165665,764.8810814,107.67110520000001,459.67908560000006,13.05010114,26.792364202,1345.28137334,18515.067,19208.736,37723.803,34.001,False
EGY,1997,2046657961.0,6.744564498,0.034608304,7.200834062,1.247664632,637.3721092999999,2.935099943,541.2991112000001,93.78910146,15.227671496,1275.395421903,32674.778,32217.491,64892.269,65.189,True
ETH,1997,68047139.0,3.09938646,0.016912071,0.52387582,0.855634054,269.9851159,1.322100027,36.30009924,59.28809820000001,4.495808405,366.89541336699995,30260.072999999997,30437.37,60697.443,60.696999999999996,False
IND,1997,17296137907.0,1.434680014,0.363172846,0.58633074,0.5937199120000001,2044.2249539999998,464.3981103,664.5561303,672.9311303,2.977903512,3846.1103249,520217.326,480682.70200000005,1000900.0279999999,336.642,True
IDN,1997,4489571513.0,1.49169961,2.438116712,3.90251687,0.467992631,432.2230919,633.993081,899.4701317,107.8651055,8.300325823,2073.5514101,101417.352,101409.09199999999,202826.444,111.962,True
ISR,1997,955194860.0,14.43147189,1.6370107880000002,40.47516641,1.070414788,116.10209740000002,11.81910024,259.02008900000004,6.850099905,57.614063875999996,393.791386545,2744.348,2822.203,5566.5509999999995,257.23400000000004,False
JPN,1997,37282237270.0,8.071943711,12.69204476,12.62561031,0.43798059100000003,1463.3583859999999,2064.940814,1820.7081,63.1601,33.827579371999995,5412.1674,62399.301,64493.444,126892.745,348.07599999999996,False
KAZ,1997,8262018849.0,16.36131712,4.219140154,3.172054623,8.262038922999999,364.1971215,84.28409658,56.16610037,146.29209219999998,32.01455082,650.9394106499999,7441.399,7964.606,15406.005,5.707000000000001,False
MYS,1997,1459256243.0,3.7434293430000003,10.25103545,29.517532399999997,0.540564457,115.32609640000001,283.4191063,723.3581322000001,13.24709974,44.05256165,1135.3504346400002,10975.458999999999,10587.331,21562.79,65.63,True
MEX,1997,9784254901.0,9.910710325,7.780835531,14.55993224,0.494848525,1377.330193,970.427194,1609.5631,54.704232999999995,32.746326621,4012.02472,46482.687000000005,48128.320999999996,94611.008,48.669,False
NZL,1997,1076710867.0,25.25784536,11.86012012,20.900821399999998,26.15699854,135.39511299999998,57.05572313,89.1221,111.5346902,84.17578542,393.10762632999996,1846.889,1905.4660000000001,3752.355,14.251,False
NGA,1997,19514572.0,1.8198463059999999,0.980652902,1.325860625,2.089377463,295.13410269999997,142.7261132,171.04009330000002,269.5361107,6.2157372959999995,878.4364199,5024.019,5154.177,10178.196,8.035,False
NGA,1997,19514572.0,1.8198463059999999,0.980652902,1.325860625,2.089377463,295.13410269999997,142.7261132,171.04009330000002,269.5361107,6.2157372959999995,878.4364199,57147.062000000005,56310.599,113457.661,124.573,True
NGA,1997,1582481915.0,1.8198463059999999,0.980652902,1.325860625,2.089377463,295.13410269999997,142.7261132,171.04009330000002,269.5361107,6.2157372959999995,878.4364199,5024.019,5154.177,10178.196,8.035,False
NGA,1997,1582481915.0,1.8198463059999999,0.980652902,1.325860625,2.089377463,295.13410269999997,142.7261132,171.04009330000002,269.5361107,6.2157372959999995,878.4364199,57147.062000000005,56310.599,113457.661,124.573,True
NOR,1997,1705297161.0,14.26333344,17.95330797,6.666918196,5.002184745,90.06810117,101.74144229999999,33.48809677,25.12609903,43.885744351,250.42373927,2187.407,2232.859,4420.266,12.100999999999999,False
PAK,1997,1489493461.0,4.483575615,6.64668e-06,2.670078113,2.9586872160000004,826.8160790000001,0.0011,391.6731042,434.00910269999997,10.112347590680002,1652.4993859,67697.425,63360.007000000005,131057.43199999999,170.01,True
PRY,1997,57374942.0,27.78921614,18.4913159,6.472517472000001,0.562259958,197.7140893,118.0681008,36.6310967,3.18210016,53.315309469999995,355.59538696,2534.63,2463.466,4998.096,12.58,True
PER,1997,984514231.0,3.624594085,2.7326444810000003,15.66471943,0.9987288959999999,128.5560998,86.98009573,441.9481286,28.17710005,23.020686892,685.66142418,12562.575,12648.382,25210.957000000002,19.695999999999998,False
PHL,1997,1289066495.0,2.693206061,11.72072725,6.24634194,0.37393466700000005,281.1120995,1097.913064,518.6221703,31.04710089,21.034209918,1928.69443469,36820.038,36210.841,73030.879,244.93,True
RUS,1997,68291880035.0,15.25095969,11.8262564,10.5627739,1.292311248,3219.4421,2240.444414,1773.686241,217.0031,38.932301238,7450.575855,69261.372,78468.648,147730.02,9.021,False
SAU,1997,5049645698.0,2.318386689,7.59783e-06,27.86646447,6.699568651,64.60209738,0.00018999999999999998,617.6720971,148.498803,36.88442740783,830.7731874799999,10655.412,8751.726,19407.138,9.027999999999999,True
CHE,1997,2056263623.0,15.94684943,25.73646458,10.73830449,1.700993835,161.5590124,233.99610099999998,86.53810446,13.70800971,54.12261233500001,495.80122757,3452.491,3616.012,7068.503000000001,178.877,False
THA,1997,1945275945.0,3.27129477,6.798592277000001,12.14931626,0.012320157,284.4321068,530.4950951000001,840.2840966,0.852099998,22.231523464000002,1656.063398498,30175.298,30671.29,60846.587999999996,119.09899999999999,False
TUR,1997,3625615262.0,4.463768705,0.0011123939999999998,6.934105507999999,5.482056591,384.9841088,0.08610004,475.7150963,376.09711539999995,16.881043197999997,1236.8824205399999,29750.113999999998,30622.457000000002,60372.570999999996,78.444,False
UKR,1997,19982923509.0,10.91883987,10.88945731,4.236455669,0.41596918,782.8700951000001,700.6850976,241.61908799999998,23.72409902,26.460722029,1748.89837972,23392.237999999998,26795.042,50187.28,86.631,False
GBR,1997,66766760794.0,1.19973e-06,1.3368399999999999e-06,1.5082299999999998e-06,1.5082299999999998e-06,0.0001,0.0001,0.0001,0.0001,5.55303e-06,0.0004,28365.278,29942.042,58307.32,241.00900000000001,False
USA,1997,284000000000.0,30.26926593,21.86884266,39.98708721,0.487559832,11767.67662,7629.88643,12365.85,150.77596709999997,92.612755632,31914.1890171,133644.783,138068.851,271713.63399999996,29.704,False
VNM,1997,749821626.0,1.484759451,10.9718768,3.2375802310000004,0.052764778,164.28510369999998,1089.498025,284.95612420000003,4.644100053,15.746981260000002,1543.3833529530002,38198.804,38934.407999999996,77133.212,248.761,False
ZAF,1998,21927216344.0,8.834379096000001,2.187589235,14.37846144,3.1954774639999997,560.0001,124.4460991,725.0030907,161.1251,28.595907235,1570.5743897999998,384994.564,387442.598,772437.162,26.053,False
ZAF,1998,21927216344.0,8.834379096000001,2.187589235,14.37846144,3.1954774639999997,560.0001,124.4460991,725.0030907,161.1251,28.595907235,1570.5743897999998,21539.952,22142.307,43682.259000000005,36.009,False
ZAF,1998,11390110805.0,8.834379096000001,2.187589235,14.37846144,3.1954774639999997,560.0001,124.4460991,725.0030907,161.1251,28.595907235,1570.5743897999998,384994.564,387442.598,772437.162,26.053,False
ZAF,1998,11390110805.0,8.834379096000001,2.187589235,14.37846144,3.1954774639999997,560.0001,124.4460991,725.0030907,161.1251,28.595907235,1570.5743897999998,21539.952,22142.307,43682.259000000005,36.009,False
ARG,1998,4685781263.0,41.42852079,5.447710158,19.70581997,1.414135655,2144.907807,253.1201,811.5571,58.23923251,67.99618657299999,3267.82423951,17516.475,18546.976000000002,36063.451,13.177999999999999,False
AUS,1998,9961178567.0,26.65334856,15.19300914,27.52698049,15.41169619,710.6942146,363.561794,583.85492,326.886367,84.78503438,1984.9972956000001,9261.251,9325.776,18587.027,2.419,False
BRA,1998,6680895536.0,23.404103699999997,7.209733028,22.43444706,0.562335814,5689.559007,1572.9293380000001,4338.277515999999,108.742097,53.61061960199999,11709.507958,84171.459,85613.79400000001,169785.253,20.314,False
CAN,1998,21111884568.0,23.25823293,22.47818563,27.06574221,0.7292991670000001,1002.7001,869.6791,928.1745400000001,25.0101,73.531459937,2825.56384,14866.123,15155.955,30022.077999999998,3.301,False
CHL,1998,1341452535.0,16.42140356,11.58802658,21.39183971,0.767417731,349.2540673,221.1791161,361.90509879999996,12.983099800000002,50.168687581,945.3213819999999,7367.715999999999,7610.02,14977.736,20.144000000000002,False
CHN,1998,66198377385.0,2.610577653,23.7928241,7.468353286,1.633270005,4726.792092000001,38661.554789999995,10756.478309999999,2352.357034,35.505025044,56497.182226,652586.59,619395.759,1271982.3490000002,135.487,True
COL,1998,1797884205.0,13.65601053,1.637732945,11.91268561,0.27146635,765.4011009999999,82.37809835,531.1171044,12.10309969,27.477895435,1390.9994034399997,18820.109,19544.198,38364.307,34.578,False
EGY,1998,2168123220.0,6.797054248999999,0.095240776,6.982189527,1.252777136,654.2461327000001,8.227100237,534.5981224999999,95.92009817,15.127261687999999,1292.991453607,33327.17,32873.089,66200.259,66.503,True
ETH,1998,71194546.0,3.053924208,0.017354131000000002,0.517988459,0.864429645,273.9551171,1.397099955,36.96209799,61.68309866,4.453696443,373.997413705,31163.686,31344.037999999997,62507.724,62.508,False
IND,1998,18229687165.0,1.427424835,0.35567916899999996,0.639184808,0.588082885,2071.752297,463.28308949999996,737.9490746,678.9510888,3.010371697,3951.9355499,529954.039,489529.547,1019483.5859999999,342.892,True
IDN,1998,4705676429.0,1.3634918280000001,2.357678463,2.645131025,0.350895832,400.7020958,621.809121,618.3461083,82.02809988,6.7171971479999995,1722.88542498,102883.961,102840.636,205724.59699999998,113.561,True
ISR,1998,1011204158.0,13.65868162,1.600139076,40.238132,1.1600771490000001,112.49309620000001,11.82709966,263.6150902,7.600100381,56.657029845000004,395.535386441,2808.809,2890.47,5699.279,263.368,False
JPN,1998,38485947804.0,8.185813405,12.58482121,11.95546595,0.41962428799999996,1486.6286710000002,2051.120386,1727.1201,60.6201,33.145724853,5325.489257,62481.687000000005,64635.749,127117.436,348.69199999999995,False
KAZ,1998,8397112612.0,15.68913643,4.183830884,3.117691307,6.832634174,344.0380944,82.33510671,54.38209997,119.18209920000001,29.823292795,599.93740028,7324.491999999999,7865.6759999999995,15190.168,5.627000000000001,False
MYS,1998,1572367292.0,3.275812766,9.427036167,29.24011871,0.5328955870000001,103.4851006,267.26209339999997,734.7731102999999,13.39109979,42.47586323,1118.91140409,11257.663,10856.983999999999,22114.647,67.31,True
MEX,1998,10174434246.0,10.67567276,8.223720461000001,16.02766193,0.516428049,1507.12218,1041.897474,1799.8601,57.993377,35.4434832,4406.873131,47189.374,48866.939000000006,96056.31300000001,49.413000000000004,False
NZL,1998,1106645300.0,21.91882027,12.5071063,22.65378705,26.38457625,118.48606570000001,60.675083400000005,97.410615,113.4528983,83.46428987,390.0246624,1860.618,1923.358,3783.9759999999997,14.370999999999999,False
NGA,1998,20468147.0,1.79452964,0.986687531,1.300806002,2.191915061,298.3681115,147.2261132,172.04009330000002,289.89508900000004,6.273938233999999,907.529407,5211.78,5333.94,10545.72,8.325,False
NGA,1998,20468147.0,1.79452964,0.986687531,1.300806002,2.191915061,298.3681115,147.2261132,172.04009330000002,289.89508900000004,6.273938233999999,907.529407,58605.582,57714.181,116319.763,127.71600000000001,True
NGA,1998,1620069670.0,1.79452964,0.986687531,1.300806002,2.191915061,298.3681115,147.2261132,172.04009330000002,289.89508900000004,6.273938233999999,907.529407,5211.78,5333.94,10545.72,8.325,False
NGA,1998,1620069670.0,1.79452964,0.986687531,1.300806002,2.191915061,298.3681115,147.2261132,172.04009330000002,289.89508900000004,6.273938233999999,907.529407,58605.582,57714.181,116319.763,127.71600000000001,True
NOR,1998,1747253824.0,14.58508692,18.77508312,6.21870595,4.690399919,92.66709984,107.05374270000002,31.429099600000004,23.70509997,44.269275909,254.85504211000003,2201.821,2245.6639999999998,4447.485,12.175999999999998,False
PAK,1998,1586235541.0,4.477259106,1.8283099999999998e-05,1.9209083630000001,2.9601743139999996,845.9030541000001,0.0031,288.6890954,444.8780907,9.3583600661,1579.4733402000002,69633.257,65209.975999999995,134843.233,174.921,True
PRY,1998,61838745.0,26.481067699999997,18.30644561,6.5791251520000005,0.585841298,192.52909169999998,119.4450997,38.04909979,3.388100011,51.952479759999996,353.411391201,2590.8289999999997,2517.011,5107.84,12.856,True
PER,1998,1012086248.0,3.637677664,2.205382052,16.52318234,1.013026346,130.9550866,71.25009237,473.1591271000001,29.00910078,23.379268402,704.3734068500002,12787.77,12870.3,25658.07,20.045,False
PHL,1998,1357319454.0,2.6346407309999997,11.95279258,6.108882653999999,0.37157633100000004,281.1300744,1144.6131369999998,518.5170678000001,31.53910146,21.067892296,1975.7993806599998,37637.714,37034.295,74672.009,250.43400000000003,True
RUS,1998,69776732259.0,14.00066532,11.73326322,9.130118158,1.142094075,2947.7601,2217.0001,1529.097674,191.2761,36.006140773000006,6885.133974000001,69053.92599999999,78306.687,147360.613,8.998,False
SAU,1998,5256876214.0,2.8868296360000003,7.453810000000001e-06,31.01851674,6.254269974,81.99609457,0.00018999999999999998,700.8230980000001,141.3071068,40.15962380380999,924.1264893700001,10808.963,8974.338,19783.301,9.203,True
CHE,1998,2100875970.0,15.65237912,27.0066034,10.93086473,1.634681831,159.0980932,246.35309359999997,88.38010312,13.21701004,55.22452908100001,507.04829995999995,3464.1059999999998,3627.6690000000003,7091.775,179.46599999999998,False
THA,1998,2107827592.0,2.863456971,5.871938421,12.86031111,0.013287729,251.97309190000001,463.7121056,900.1820457999999,0.9301000070000001,21.608994231,1616.7973433069997,30499.703999999998,31085.398999999998,61585.102999999996,120.545,False
TUR,1998,3833657566.0,4.149626101,0.001654633,7.135453056,5.340502179,363.5640954,0.130099965,497.28910149999996,372.1941002,16.627235968999997,1233.177397065,30214.689,31114.976000000002,61329.665,79.687,False
UKR,1998,20303990728.0,9.585841739,10.60678389,4.442934398999999,0.364004926,681.2600487000001,676.5031518,251.17009819999998,20.57810102,24.999564953999997,1629.51139972,23178.921000000002,26567.602000000003,49746.523,85.87100000000001,False
GBR,1998,67334246973.0,1.19566e-06,1.33231e-06,1.5031200000000002e-06,1.5031200000000002e-06,0.0001,0.0001,0.0001,0.0001,5.534210000000001e-06,0.0004,28475.5,30034.472,58509.972,241.847,False
USA,1998,290000000000.0,30.61686646,23.50913949,40.30113724,0.520907447,12051.78726,8304.832679000001,12618.95484,163.1047657,94.94805063700001,33138.679544700004,135415.666,139759.643,275175.309,30.081999999999997,False
VNM,1998,796376346.0,1.456910705,11.54720392,3.3621162069999997,0.052832822,163.2840966,1161.425149,299.73609239999996,4.710100038,16.419063654,1629.155438038,38684.455,39431.257000000005,78115.712,251.929,False
ZAF,1999,22755551690.0,10.42416458,2.301376087,15.62476257,3.638156983,671.0001,132.9451073,800.0370872999999,186.28510369999998,31.98846022,1790.2673983,394470.825,397033.34,791504.165,26.695999999999998,False
ZAF,1999,22755551690.0,10.42416458,2.301376087,15.62476257,3.638156983,671.0001,132.9451073,800.0370872999999,186.28510369999998,31.98846022,1790.2673983,21862.384,22476.167,44338.551,36.55,False
ZAF,1999,11764428366.0,10.42416458,2.301376087,15.62476257,3.638156983,671.0001,132.9451073,800.0370872999999,186.28510369999998,31.98846022,1790.2673983,394470.825,397033.34,791504.165,26.695999999999998,False
ZAF,1999,11764428366.0,10.42416458,2.301376087,15.62476257,3.638156983,671.0001,132.9451073,800.0370872999999,186.28510369999998,31.98846022,1790.2673983,21862.384,22476.167,44338.551,36.55,False
ARG,1999,4832291571.0,45.53406375,6.117993396,22.92737197,1.3291115820000001,2383.907807,287.4521,954.8225987,55.35155868,75.908540698,3681.53406438,17703.778000000002,18763.44,36467.218,13.325,False
AUS,1999,10305241904.0,27.98166484,15.13219703,27.88947703,15.18876819,754.0703707,365.96853799999997,597.8525208,325.5938913,86.19210709000001,2043.4853208,9367.716,9420.471,18788.186999999998,2.4459999999999997,False
BRA,1999,6997177976.0,24.88970864,7.227154659,24.75915908,0.582160042,6142.753175,1600.7150869999998,4860.651796,114.2881001,57.458182421000004,12718.408158100001,85392.586,86926.088,172318.674,20.616999999999997,False
CAN,1999,21661927718.0,23.68157933,23.55153839,28.25404879,0.753036558,1030.2801,919.5331,977.7790050000001,26.0601,76.24020306800001,2953.652305,15007.918,15294.593,30302.511000000002,3.332,False
CHL,1999,1402359812.0,15.40139957,12.31914989,21.66563362,0.7685271459999999,331.7230919,238.122094,371.1951378,13.16709886,50.154710226,954.2074225599999,7459.342,7703.459,15162.801000000001,20.393,False
CHN,1999,69456512272.0,2.7516085610000003,23.75311117,7.776438225,1.7387277730000001,5013.457131,38839.586039999995,11270.592509999999,2519.98301,36.019885729,57643.618690999996,657496.739,624018.094,1281514.8329999999,136.503,True
COL,1999,1852911658.0,12.60167266,2.223022715,11.54122863,0.260316333,716.842141,113.48610009999999,522.2311181,11.77910028,26.626240338000002,1364.33845948,19123.924,19875.543999999998,38999.468,35.15,False
EGY,1999,2292620637.0,7.0391631189999995,0.034632867000000005,7.566355618999999,1.042370488,690.1061181,3.04710017,590.0610741,81.28910146,15.682522093,1364.50339383,33985.719,33529.872,67515.591,67.824,True
ETH,1999,74289499.0,3.140620414,0.017558432,0.5069948120000001,0.835823628,290.01410760000005,1.455100043,37.24110494,61.39509664,4.500997286,390.1054092230001,32080.006,32263.002,64343.008,64.343,False
IND,1999,19224920237.0,1.3959515180000002,0.350123501,0.68903739,0.5797938970000001,2063.095071,464.3801049,810.0411156,681.6130761,3.0149063060000003,4019.1293676,539685.38,498372.774,1038058.1540000001,349.14,True
IDN,1999,4949778011.0,1.289392461,2.056679635,2.642035014,0.329908838,384.26209339999997,550.0630882999999,626.3201073,78.20810018,6.318015948,1638.8533891799998,104362.179,104252.992,208615.171,115.15700000000001,True
ISR,1999,1065958672.0,13.46769682,1.136961807,41.00525347,1.233735902,113.3551034,8.588099344,274.5380944,8.260100228999999,56.843647999,404.741397373,2870.324,2954.62,5824.944,269.175,False
JPN,1999,39725787924.0,8.173006303,12.86336789,12.00754691,0.35224711,1486.738243,2099.958957,1737.4901,50.9701,33.396168213,5375.1574,62555.541,64770.522000000004,127326.06300000001,349.264,False
KAZ,1999,8504435614.0,15.72538423,5.008428642,2.499018189,5.740069197,340.6921166,97.3790978,43.06709753,98.92209707,28.972900258000003,580.060409,7231.779,7788.794,15020.573,5.564,False
MYS,1999,1679254480.0,3.548621135,5.817877726,29.43232395,0.552443985,114.8551034,168.98909840000002,757.7580956,14.22310053,39.351266796000004,1055.82539793,11539.671999999999,11121.621000000001,22661.292999999998,68.97399999999999,True
MEX,1999,10566758700.0,10.57677603,8.423988901,16.94443028,0.586023642,1515.509657,1083.2448259999999,1931.2911,66.793762,36.531218853,4596.839344999999,47883.302,49601.52099999999,97484.823,50.148,False
NZL,1999,1138173867.0,23.14591069,13.38807117,23.19252918,22.73044354,126.2487416,65.53514048,100.627403,98.62251266,82.45695458,391.03379774,1875.537,1942.5910000000001,3818.1279999999997,14.501,False
NGA,1999,21418040.0,1.7532993380000002,1.021196347,1.283196576,2.300844655,298.8801049,156.2261132,174.0001,311.99210439999996,6.358536916,941.0984225,5408.024,5521.898,10929.921999999999,8.629,False
NGA,1999,21418040.0,1.7532993380000002,1.021196347,1.283196576,2.300844655,298.8801049,156.2261132,174.0001,311.99210439999996,6.358536916,941.0984225,60105.248,59154.807,119260.055,130.944,True
NGA,1999,1660088865.0,1.7532993380000002,1.021196347,1.283196576,2.300844655,298.8801049,156.2261132,174.0001,311.99210439999996,6.358536916,941.0984225,5408.024,5521.898,10929.921999999999,8.629,False
NGA,1999,1660088865.0,1.7532993380000002,1.021196347,1.283196576,2.300844655,298.8801049,156.2261132,174.0001,311.99210439999996,6.358536916,941.0984225,60105.248,59154.807,119260.055,130.944,True
NOR,1999,1789963312.0,14.19401218,17.25764852,7.229230633999999,4.558352568,90.72009612,98.98819040000001,36.75409861,23.17509957,43.239243902,249.63748470000002,2215.803,2258.205,4474.008,12.249,False
PAK,1999,1685626013.0,4.480844578,1.78575e-05,2.045695372,2.95882997,866.7590722000001,0.0031,314.7710961,455.27509389999994,9.4853877775,1636.8083622000001,71568.899,67055.726,138624.625,179.826,True
PRY,1999,66302286.0,30.244096799999998,18.11088286,7.106140446,0.582175264,224.5380944,120.66809930000001,41.96609579,3.4381002019999998,56.043295369999996,390.610389692,2646.369,2569.9770000000003,5216.346,13.129000000000001,True
PER,1999,1041233010.0,3.816342505,2.028083265,17.37974011,1.27070569,139.3581017,66.46210562,504.82810290000003,36.91009985,24.49487157,747.55841007,12999.091,13079.204,26078.295,20.374000000000002,False
PHL,1999,1425496093.0,3.170411917,12.39195225,6.322249826,0.38810309299999995,345.7370995,1212.756081,548.4250877999999,33.66609655,22.272717086,2140.58436485,38458.53,37867.397000000004,76325.927,255.981,True
RUS,1999,71289716964.0,11.94999192,10.71572894,5.922927018999999,0.875730345,2508.1281,2018.4001,988.8578181,146.2069,29.464378224,5661.5929181,68799.702,78116.213,146915.915,8.971,False
SAU,1999,5482852694.0,2.063882586,7.3025e-06,33.83709321,6.343821499,59.83610235,0.00018999999999999998,780.3451317,146.3001031,42.2448045975,986.48152715,10999.071000000002,9195.46,20194.531000000003,9.394,True
CHE,1999,2145317680.0,15.490686300000002,26.52156489,10.74226739,1.5731239940000001,157.9710092,242.7220977,87.14010118,12.76101023,54.327642574,500.59421831,3475.803,3639.228,7115.031,180.054,False
THA,1999,2281958609.0,2.564356333,5.633741885,11.27758542,0.013065828,228.25208360000002,450.0251244,798.4870384999999,0.925100012,19.488749465999998,1477.689346512,30809.662,31488.907000000003,62298.569,121.941,False
TUR,1999,4037606593.0,3.986228202,0.001403785,8.545707097000001,5.179961361,354.7021264,0.11210002599999999,604.8741234,366.64310539999997,17.713300445,1326.331455226,30680.238999999998,31607.152000000002,62287.390999999996,80.932,False
UKR,1999,20596302009.0,9.210228466,10.1071448,5.208128889,0.33698155399999996,648.5420922000001,638.7040795,291.7190941,18.8751,24.862483709000003,1597.8403658,22955.407000000003,26333.332000000002,49288.739,85.08,False
GBR,1999,67894752319.0,1.1915600000000001e-06,1.32773e-06,1.4979599999999998e-06,1.4979599999999998e-06,0.0001,0.0001,0.0001,0.0001,5.515209999999999e-06,0.0004,28591.042,30124.817000000003,58715.859000000004,242.69799999999998,False
USA,1999,296000000000.0,30.93746274,24.04761287,42.75144172,0.512503009,12324.70186,8597.400104999999,13547.459530000002,162.40654080000002,98.249020339,34631.968035800004,137140.99599999998,141407.152,278548.148,30.451,False
VNM,1999,843034350.0,1.576679701,12.27083262,3.607284672,0.052097445,178.8210991,1248.972146,325.4401024,4.700099809,17.506894438,1757.933447309,39138.824,39897.047,79035.871,254.89700000000002,False
ZAF,2000,23640083267.0,9.368376176,2.090557211,17.32093706,3.1573032710000004,612.0001,122.56110459999998,900.0651024,164.06609430000003,31.937173718,1798.6924013,404163.04799999995,406821.184,810984.2320000001,27.353,False
ZAF,2000,23640083267.0,9.368376176,2.090557211,17.32093706,3.1573032710000004,612.0001,122.56110459999998,900.0651024,164.06609430000003,31.937173718,1798.6924013,22171.606,22796.107000000004,44967.712999999996,37.069,False
ZAF,2000,12142159272.0,9.368376176,2.090557211,17.32093706,3.1573032710000004,612.0001,122.56110459999998,900.0651024,164.06609430000003,31.937173718,1798.6924013,404163.04799999995,406821.184,810984.2320000001,27.353,False
ZAF,2000,12142159272.0,9.368376176,2.090557211,17.32093706,3.1573032710000004,612.0001,122.56110459999998,900.0651024,164.06609430000003,31.937173718,1798.6924013,22171.606,22796.107000000004,44967.712999999996,37.069,False
ARG,2000,4974008376.0,45.05369553,5.958887783,22.78702284,1.404966673,2385.107371,283.1041,959.5784151,59.16418757,75.204572826,3686.9540736700005,17894.725,18976.071,36870.796,13.472999999999999,False
AUS,2000,10655436485.0,26.41187439,15.13978424,29.56572004,16.3041118,719.3778457000001,370.06751099999997,640.5627262,353.2403841,87.42149047,2083.2484670000003,9473.544,9517.89,18991.433999999997,2.472,False
BRA,2000,7321404016.0,25.16526655,10.72880078,25.98529931,0.548771835,6301.655501,2411.058462,5176.023198,109.31010309999999,62.428138475,13998.047264100001,86581.634,88208.705,174790.33899999998,20.913,False
CAN,2000,22234458458.0,23.29835889,22.46886838,29.56431137,0.828874159,1022.9901,885.3821,1032.59314,28.9501,76.16041279899999,2969.9154399999998,15152.318000000001,15436.061000000002,30588.379,3.364,False
CHL,2000,1460473506.0,15.59907033,12.62273654,23.3768568,0.72988188,340.1211022,246.99707880000003,405.44910510000005,12.65909944,52.32854555,1005.22638554,7548.165,7794.185,15342.35,20.634,False
CHN,2000,72805807048.0,2.7160634530000003,24.12344091,8.397807614,1.8265412490000001,4978.928323,39686.12119,12245.52055,2663.427102,37.063853226,59573.997165,662187.757,628363.01,1290550.767,137.465,True
COL,2000,1909127374.0,12.92286687,2.1299075690000002,11.69695378,0.290243082,745.9070824,110.3290948,537.0491112000001,13.32610117,27.039971300999998,1406.61138957,19427.307,20202.658,39629.965,35.719,False
EGY,2000,2432968240.0,7.699532154,0.034568111,7.49427838,1.585993068,768.9191063,3.0980998110000004,595.335122,125.98909840000002,16.814371713,1493.341426511,34650.424,34181.137,68831.561,69.146,True
ETH,2000,77753286.0,3.0933490989999997,0.017174991,0.49731251,0.798804698,294.03312,1.4651000330000001,37.60209738,60.39810262,4.406641297999999,393.498420033,33019.427,33205.382000000005,66224.80900000001,66.225,False
IND,2000,20254557996.0,1.298748483,0.345070072,0.7552609770000001,0.5665012979999999,1953.7831809999998,465.86710439999996,903.7820823999999,677.9030541000001,2.96558083,4001.3354219,549387.864,507187.684,1056575.548,355.36800000000005,True
IDN,2000,5215761195.0,1.441297935,1.525628517,3.4597198,0.328042505,435.5611046,413.75910269999997,831.6711205,78.85710226,6.754688756999999,1759.8484300599998,105853.82699999999,105659.995,211513.822,116.757,True
